ADESIVOS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
CRTZD50	COUCHÊ BRILHO - 145g - 330X480MM - 4X0	50	315 x 465	1	R$ 95,00
CTRZD100	COUCHÊ BRILHO - 145g - 330X480MM - 4X0	100	330 x 480	1	R$ 185,00
CTZD25	COUCHÊ BRILHO - 145g - 330X480MM - 4X0	25	315 x 465	1	R$ 48,50
DGTC10	COUCHÊ BRILHO - 145g - 330X480MM - 4X0	10	315 x 465	1	R$ 35,00
DGTC5	COUCHÊ BRILHO - 145g - 330X480MM - 4X0	5	315 x 465	1	R$ 19,50
H002	COUCHÊ BRILHO - 145g - 330X480MM - 4X0	1	330 x 480	1	R$ 4,00
14163	COUCHÊ BRILHO - 145g - 420X620MM - 4X0	500	420 x 620	3	R$ 559,00
14164	COUCHÊ BRILHO - 145g - 420X620MM - 4X0	1000	420 x 620	3	R$ 757,00
14100	COUCHÊ BRILHO - 80g - 300X420MM - 4X0	500	300 x 420	3	R$ 393,00
14101	COUCHÊ BRILHO - 80g - 300X420MM - 4X0	1000	300 x 420	3	R$ 448,00
C80D1	COUCHÊ BRILHO - 80g - 330X480MM - 4X0	5	330 x 480	1	R$ 13,00
C80D1A	COUCHÊ BRILHO - 80g - 330X480MM - 4X0	1	330 x 480	1	R$ 3,00
C80D2	COUCHÊ BRILHO - 80g - 330X480MM - 4X0	10	330 x 480	1	R$ 25,50
C80D3	COUCHÊ BRILHO - 80g - 330X480MM - 4X0	25	330 x 480	1	R$ 42,00
C80D4	COUCHÊ BRILHO - 80g - 330X480MM - 4X0	50	330 x 480	1	R$ 82,00
C80D5	COUCHÊ BRILHO - 80g - 330X480MM - 4X0	100	330 x 480	1	R$ 162,00
C80D6	COUCHÊ BRILHO - 80g - 330X480MM - 4X0	200	330 x 480	1	R$ 280,00
14109	COUCHÊ BRILHO - 80g - 420X620MM - 4X0	500	420 x 620	3	R$ 448,00
14110	COUCHÊ BRILHO - 80g - 420X620MM - 4X0	1000	420 x 620	3	R$ 531,00
CARTÕES DE VISITA					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
AP401000	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL F - 4X0	1000	91 x 51	2	R$ 19,50
AP40500	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL F - 4X0	500	91 x 51	2	R$ 15,50
AP411000	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL F - 4X1	1000	91 x 51	2	R$ 20,50
AP41500	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL F - 4X1	500	91 x 51	2	R$ 17,50
C2501	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1500	91 x 51	1	R$ 33,00
C2502	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1500	91 x 51	1	R$ 35,00
C2503	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1000	91 x 51	1	R$ 21,50
C2504	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1000	91 x 51	1	R$ 23,00
C25441	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1000	91 x 51	1	R$ 29,00
C254415	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1500	91 x 51	1	R$ 40,00
CBF51	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	500	91 x 51	1	R$ 16,00
CCF50	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	500	91 x 51	1	R$ 15,00
CV445	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	500	91 x 51	1	R$ 19,00
CS4X0100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	100	91 x 51	1	R$ 17,50
CS4X0250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	250	91 x 51	1	R$ 19,00
CS4X050	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	50	91 x 51	1	R$ 9,00
CS4X1100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	100	91 x 51	1	R$ 18,50
CS4X1250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	250	91 x 51	1	R$ 19,50
CS4X150	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	50	91 x 51	1	R$ 9,50
CS4X4100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	100	91 x 51	1	R$ 21,50
CS4X4250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	250	91 x 51	1	R$ 24,00
CS4X450	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	50	91 x 51	1	R$ 11,00
CLF1000	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	91 x 51	2	R$ 54,50
CLF500	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	500	91 x 51	2	R$ 39,00
CFHF1000	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOTSTAMPING - 4X4	1000	91 x 51	4	R$ 181,50
CFHF500	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOTSTAMPING - 4X4	500	91 x 51	5	R$ 164,50
CVL1000	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO FRENTE E V - 4X4	1000	91 x 51	2	R$ 65,00
CVL500	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO FRENTE E V - 4X4	500	91 x 51	3	R$ 54,50
GVLF1	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCALIZADO FRE - 4X4	1000	91 x 51	2	R$ 49,00
GVLF2	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCALIZADO FRE - 4X1	1000	91 x 51	2	R$ 47,00
GVLF3	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCALIZADO FRE - 4X0	1000	91 x 51	2	R$ 42,00
GVLF4	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCALIZADO FRE - 4X4	500	91 x 51	3	R$ 32,00
GVLF5	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCALIZADO FRE - 4X1	500	91 x 51	3	R$ 31,00
GVLF6	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCALIZADO FRE - 4X0	500	91 x 51	3	R$ 29,00
SV1000	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	91 x 51	2	R$ 29,00
SV1001	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	1000	91 x 51	2	R$ 27,50
SV1100	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	500	91 x 51	2	R$ 22,00
SV1101	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	500	91 x 51	2	R$ 21,00
SV1200	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	91 x 51	2	R$ 36,00
SV1200A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	500	91 x 51	2	R$ 27,00
CV341500	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	500	91 x 51	1	R$ 23,00
CV40100	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	1000	91 x 51	1	R$ 26,50
CV40500	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	500	91 x 51	1	R$ 22,00
CV411000	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	1000	91 x 51	1	R$ 27,50
CV441000	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	1000	91 x 51	1	R$ 37,00
CV44500	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	500	91 x 51	1	R$ 28,00
CFV01	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	500	91 x 51	3	R$ 34,00
CFV02	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	1000	91 x 51	3	R$ 43,00
CMVL1C	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X0	1000	91 x 51	5	R$ 22,50
CMVL2C	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X0	500	91 x 51	5	R$ 17,50
CMVL3C	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X1	1000	91 x 51	5	R$ 23,50
CMVL4C	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X1	500	91 x 51	5	R$ 18,50
CMVL5C	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X4	1000	91 x 51	5	R$ 28,50
CMVL6C	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X4	500	91 x 51	5	R$ 21,50
CMVL1	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X0	1000	91 x 51	2	R$ 32,90
CMVL2	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X0	500	91 x 51	3	R$ 18,90
CMVL3	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X1	1000	91 x 51	2	R$ 33,90
CMVL4	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X1	500	91 x 51	3	R$ 19,90
CMVL5	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X4	1000	91 x 51	2	R$ 34,90
CMVL6	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X4	500	91 x 51	3	R$ 22,90
GLD40100	GOLD MASTER - 300g - SEM VERNIZ - 4X0	100	91 x 51	1	R$ 32,00
GLD40250	GOLD MASTER - 300g - SEM VERNIZ - 4X0	250	91 x 51	1	R$ 78,00
GLD40500	GOLD MASTER - 300g - SEM VERNIZ - 4X0	500	91 x 51	1	R$ 154,00
GLD44100	GOLD MASTER - 300g - SEM VERNIZ - 4X4	100	91 x 51	1	R$ 42,00
GLD44250	GOLD MASTER - 300g - SEM VERNIZ - 4X4	250	91 x 51	1	R$ 99,00
GLD44500	GOLD MASTER - 300g - SEM VERNIZ - 4X4	500	91 x 51	1	R$ 190,00
MET1	METALIZADO - 250g - SEM VERNIZ - 4X0	100	91 x 51	1	R$ 32,00
MET2	METALIZADO - 250g - SEM VERNIZ - 4X1	100	91 x 51	1	R$ 39,00
MET20	METALIZADO - 250g - SEM VERNIZ - 4X0	50	91 x 51	1	R$ 18,00
MET22	METALIZADO - 250g - SEM VERNIZ - 4X1	50	91 x 51	1	R$ 21,00
MET23	METALIZADO - 250g - SEM VERNIZ - 4X4	50	91 x 51	1	R$ 25,00
MET3	METALIZADO - 250g - SEM VERNIZ - 4X4	100	91 x 51	1	R$ 42,00
MET4	METALIZADO - 250g - SEM VERNIZ - 4X0	250	91 x 51	1	R$ 78,00
MET5	METALIZADO - 250g - SEM VERNIZ - 4X1	250	91 x 51	1	R$ 94,00
MET6	METALIZADO - 250g - SEM VERNIZ - 4X4	250	91 x 51	1	R$ 99,00
MET7	METALIZADO - 250g - SEM VERNIZ - 4X0	500	91 x 51	1	R$ 154,00
MET8	METALIZADO - 250g - SEM VERNIZ - 4X1	500	91 x 51	1	R$ 186,00
MET9	METALIZADO - 250g - SEM VERNIZ - 4X4	500	91 x 51	1	R$ 190,00
PRL40100	PERO PLUS - 300g - SEM VERNIZ - 4X0	100	91 x 51	1	R$ 32,00
PRL40250	PERO PLUS - 300g - SEM VERNIZ - 4X0	250	91 x 51	1	R$ 78,00
PRL4050	PERO PLUS - 300g - SEM VERNIZ - 4X0	50	91 x 51	1	R$ 18,00
PRL40500	PERO PLUS - 300g - SEM VERNIZ - 4X0	500	91 x 51	1	R$ 154,00
PRL41100	PERO PLUS - 300g - SEM VERNIZ - 4X1	100	91 x 51	1	R$ 25,00
PRL41250	PERO PLUS - 300g - SEM VERNIZ - 4X1	250	91 x 51	1	R$ 94,00
PRL4150	PERO PLUS - 300g - SEM VERNIZ - 4X1	50	91 x 51	1	R$ 21,00
PRL41500	PERO PLUS - 300g - SEM VERNIZ - 4X1	500	91 x 51	1	R$ 186,00
PRL44100	PERO PLUS - 300g - SEM VERNIZ - 4X4	100	91 x 51	1	R$ 42,00
PRL44250	PERO PLUS - 300g - SEM VERNIZ - 4X4	250	91 x 51	1	R$ 99,00
PRL4450	PERO PLUS - 300g - SEM VERNIZ - 4X4	50	91 x 51	1	R$ 25,00
PRL44500	PERO PLUS - 300g - SEM VERNIZ - 4X4	500	91 x 51	1	R$ 190,00
SLV40100	SILVER LUX - 300g - SEM VERNIZ - 4X0	100	91 x 51	1	R$ 32,00
SLV40250	SILVER LUX - 300g - SEM VERNIZ - 4X0	250	91 x 51	1	R$ 78,00
SLV44100	SILVER LUX - 300g - SEM VERNIZ - 4X4	100	91 x 51	1	R$ 42,00
SLV44250	SILVER LUX - 300g - SEM VERNIZ - 4X4	250	91 x 51	1	R$ 99,00
PVC001	PVC BRANCO 30G - 30g - BRANCO - 4X0	50	91 x 53	1	R$ 37,00
PVC002	PVC BRANCO 30G - 30g - BRANCO - 4X0	100	91 x 53	1	R$ 59,00
PVC003	PVC BRANCO 30G - 30g - BRANCO - 4X0	250	91 x 53	1	R$ 79,00
PVC004	PVC BRANCO 30G - 30g - BRANCO - 4X4	50	91 x 53	1	R$ 40,00
PVC005	PVC BRANCO 30G - 30g - BRANCO - 4X4	100	91 x 53	1	R$ 62,00
PVC006	PVC BRANCO 30G - 30g - BRANCO - 4X4	250	91 x 53	1	R$ 84,00
PVC007	PVC BRANCO 30G - 30g - BRANCO - 4X0	500	91 x 53	2	R$ 99,00
PVC008	PVC BRANCO 30G - 30g - BRANCO - 4X0	1000	91 x 53	2	R$ 155,00
PVC009	PVC BRANCO 30G - 30g - BRANCO - 4X4	500	91 x 53	2	R$ 103,00
PVC010	PVC BRANCO 30G - 30g - BRANCO - 4X4	1000	91 x 53	2	R$ 159,00
PVCT100	PVC TRANSLUCIDO - 30g - TRANSLÚCIDO - 4X0	100	91 x 53	1	R$ 70,00
PVCT1000	PVC TRANSLUCIDO - 30g - TRANSLÚCIDO - 4X0	1000	91 x 53	2	R$ 180,00
PVCT250	PVC TRANSLUCIDO - 30g - TRANSLÚCIDO - 4X0	250	91 x 53	1	R$ 100,00
PVCT50	PVC TRANSLUCIDO - 30g - TRANSLÚCIDO - 4X0	50	91 x 53	1	R$ 44,00
PVCT500	PVC TRANSLUCIDO - 30g - TRANSLÚCIDO - 4X0	500	91 x 53	2	R$ 115,00
PVCTB100	PVC TRANSLUCIDO - 30g - TRANSLÚCIDO COM TINTA BRANCA - 4X0	100	91 x 53	1	R$ 90,00
PVCTB1000	PVC TRANSLUCIDO - 30g - TRANSLÚCIDO COM TINTA BRANCA - 4X0	1000	91 x 53	2	R$ 200,00
PVCTB250	PVC TRANSLUCIDO - 30g - TRANSLÚCIDO COM TINTA BRANCA - 4X0	250	91 x 53	1	R$ 120,00
PVCTB50	PVC TRANSLUCIDO - 30g - TRANSLÚCIDO COM TINTA BRANCA - 4X0	50	91 x 53	1	R$ 64,00
PVCTB500	PVC TRANSLUCIDO - 30g - TRANSLÚCIDO COM TINTA BRANCA - 4X0	500	91 x 53	2	R$ 135,00
PVC011	PVC TRANSPARENTE - 30g - TRANSPARENTE - 4X0	50	91 x 53	1	R$ 39,00
PVC012	PVC TRANSPARENTE - 30g - TRANSPARENTE - 4X0	100	91 x 53	1	R$ 65,00
PVC013	PVC TRANSPARENTE - 30g - TRANSPARENTE - 4X0	250	91 x 53	1	R$ 95,00
PVC014	PVC TRANSPARENTE - 30g - TRANSPARENTE - 4X0	500	91 x 53	2	R$ 110,00
PVC015	PVC TRANSPARENTE - 30g - TRANSPARENTE - 4X0	1000	91 x 53	2	R$ 175,00
PVCB011	PVC TRANSPARENTE - 30g - TRANSPARENTE COM TINTA BRANCA - 4X0	50	91 x 53	1	R$ 59,00
PVCB012	PVC TRANSPARENTE - 30g - TRANSPARENTE COM TINTA BRANCA - 4X0	100	91 x 53	1	R$ 85,00
PVCB013	PVC TRANSPARENTE - 30g - TRANSPARENTE COM TINTA BRANCA - 4X0	250	91 x 53	1	R$ 115,00
PVCB014	PVC TRANSPARENTE - 30g - TRANSPARENTE COM TINTA BRANCA - 4X0	500	91 x 53	2	R$ 130,00
PVCB015	PVC TRANSPARENTE - 30g - TRANSPARENTE COM TINTA BRANCA - 4X0	1000	91 x 53	2	R$ 195,00
PVCC1	PVC CRISTAL - 50g - CRISTAL 050MM - 4X0	30	91 x 53	1	R$ 19,50
PVCC10	PVC CRISTAL - 50g - CRISTAL 050MM - 4X0	250	91 x 53	2	R$ 125,00
PVCC11	PVC CRISTAL - 50g - CRISTAL 050MM - 4X1	250	91 x 53	2	R$ 129,00
PVCC12	PVC CRISTAL - 50g - CRISTAL 050MM - 4X4	250	91 x 53	2	R$ 135,00
PVCC13	PVC CRISTAL - 50g - CRISTAL 050MM - 4X0	500	91 x 53	2	R$ 235,00
PVCC14	PVC CRISTAL - 50g - CRISTAL 050MM - 4X1	500	91 x 53	2	R$ 245,00
PVCC15	PVC CRISTAL - 50g - CRISTAL 050MM - 4X4	500	91 x 53	2	R$ 255,00
PVCC16	PVC CRISTAL - 50g - CRISTAL 050MM - 4X0	1000	91 x 53	2	R$ 435,00
PVCC17	PVC CRISTAL - 50g - CRISTAL 050MM - 4X1	1000	91 x 53	2	R$ 445,00
PVCC18	PVC CRISTAL - 50g - CRISTAL 050MM - 4X4	1000	91 x 53	2	R$ 455,00
PVCC19	PVC CRISTAL - 50g - CRISTAL 050MM - 4X0	2000	91 x 53	2	R$ 790,00
PVCC2	PVC CRISTAL - 50g - CRISTAL 050MM - 4X1	30	91 x 53	1	R$ 19,90
PVCC20	PVC CRISTAL - 50g - CRISTAL 050MM - 4X1	2000	91 x 53	2	R$ 815,00
PVCC21	PVC CRISTAL - 50g - CRISTAL 050MM - 4X4	2000	91 x 53	2	R$ 835,00
PVCC3	PVC CRISTAL - 50g - CRISTAL 050MM - 4X4	30	91 x 53	1	R$ 21,00
PVCC4	PVC CRISTAL - 50g - CRISTAL 050MM - 4X0	60	91 x 53	2	R$ 38,00
PVCC5	PVC CRISTAL - 50g - CRISTAL 050MM - 4X1	60	91 x 53	2	R$ 39,00
PVCC6	PVC CRISTAL - 50g - CRISTAL 050MM - 4X4	60	91 x 53	2	R$ 41,00
PVCC7	PVC CRISTAL - 50g - CRISTAL 050MM - 4X0	100	91 x 53	2	R$ 64,00
PVCC8	PVC CRISTAL - 50g - CRISTAL 050MM - 4X1	100	91 x 53	2	R$ 69,00
PVCC9	PVC CRISTAL - 50g - CRISTAL 050MM - 4X4	100	91 x 53	2	R$ 75,00
PVCC22	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X0	30	91 x 53	1	R$ 21,00
PVCC23	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X1	30	91 x 53	1	R$ 22,00
PVCC24	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X4	30	91 x 53	1	R$ 23,00
PVCC25	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X0	60	91 x 53	2	R$ 39,00
PVCC26	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X1	60	91 x 53	2	R$ 40,00
PVCC27	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X4	60	91 x 53	2	R$ 42,00
PVCC28	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X0	100	91 x 53	2	R$ 65,00
PVCC29	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X1	100	91 x 53	2	R$ 70,00
PVCC30	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X4	100	91 x 53	2	R$ 75,00
PVCC31	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X0	250	91 x 53	2	R$ 140,00
PVCC32	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X1	250	91 x 53	2	R$ 145,00
PVCC33	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X4	250	91 x 53	2	R$ 150,00
PVCC34	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X0	500	91 x 53	2	R$ 260,00
PVCC35	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X1	500	91 x 53	2	R$ 270,00
PVCC36	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X4	500	91 x 53	2	R$ 280,00
PVCC37	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X0	1000	91 x 53	2	R$ 490,00
PVCC38	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X1	1000	91 x 53	2	R$ 515,00
PVCC39	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X4	1000	91 x 53	2	R$ 530,00
PVCC40	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X0	2000	91 x 53	2	R$ 865,00
PVCC41	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X1	2000	91 x 53	2	R$ 875,00
PVCC42	PVC CRISTAL 75G - 75g - CRISTAL 075MM - 4X4	2000	91 x 53	2	R$ 885,00
CR41500	RECICLATO - 250g - SEM VERNIZ - 4X1	500	91 x 51	5	R$ 27,50
CR441000	RECICLATO - 250g - SEM VERNIZ - 4X4	1000	91 x 51	5	R$ 40,90
CR44500	RECICLATO - 250g - SEM VERNIZ - 4X4	500	91 x 51	5	R$ 29,75
CR4X0100	RECICLATO - 250g - SEM VERNIZ - 4X0	100	91 x 51	1	R$ 14,90
CR4X01000	RECICLATO - 250g - SEM VERNIZ - 4X0	1000	91 x 51	5	R$ 37,90
CR4X0250	RECICLATO - 250g - SEM VERNIZ - 4X0	250	91 x 51	1	R$ 19,90
CR4X0500	RECICLATO - 250g - SEM VERNIZ - 4X0	500	91 x 51	5	R$ 25,50
CR4X1100	RECICLATO - 250g - SEM VERNIZ - 4X1	100	91 x 51	1	R$ 19,50
CR4X11000	RECICLATO - 250g - SEM VERNIZ - 4X1	1000	91 x 51	5	R$ 39,00
CR4X1250	RECICLATO - 250g - SEM VERNIZ - 4X1	250	91 x 51	1	R$ 26,00
CR4X4100	RECICLATO - 250g - SEM VERNIZ - 4X4	100	91 x 53	1	R$ 22,00
CR4X4250	RECICLATO - 250g - SEM VERNIZ - 4X4	250	91 x 51	1	R$ 26,90
SP40100	SUPREMO - 250g - SEM VERNIZ - 4X0	100	91 x 51	1	R$ 17,50
SP40250	SUPREMO - 250g - SEM VERNIZ - 4X0	250	91 x 51	1	R$ 19,00
SP40500	SUPREMO - 250g - SEM VERNIZ - 4X0	500	91 x 51	1	R$ 26,00
SP41100	SUPREMO - 250g - SEM VERNIZ - 4X1	100	91 x 51	1	R$ 19,50
SP41250	SUPREMO - 250g - SEM VERNIZ - 4X1	250	91 x 51	1	R$ 21,00
SP41500	SUPREMO - 250g - SEM VERNIZ - 4X1	500	91 x 51	1	R$ 27,00
SP44100	SUPREMO - 250g - SEM VERNIZ - 4X4	100	91 x 51	1	R$ 21,50
SP44250	SUPREMO - 250g - SEM VERNIZ - 4X4	250	91 x 51	1	R$ 22,50
SP44500	SUPREMO - 250g - SEM VERNIZ - 4X4	500	91 x 51	1	R$ 32,50
CARTÕES DUPLO					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
CDA140	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	1000	91 x 102	2	R$ 39,00
CDA141	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X1	1000	91 x 102	2	R$ 41,00
CDA540	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	500	91 x 102	2	R$ 31,00
CDA541	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X1	500	91 x 102	2	R$ 35,00
CD25001	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1000	91 x 102	1	R$ 43,50
CD25011	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1000	91 x 102	1	R$ 46,00
CD25011C	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1000	91 x 102	1	R$ 58,00
CD2540	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	500	91 x 102	1	R$ 33,00
CD2540C	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	500	91 x 102	1	R$ 38,00
CD2541	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	500	91 x 102	1	R$ 35,00
CDD40100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	100	91 x 102	1	R$ 35,00
CDD40250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	250	91 x 102	1	R$ 38,00
CDD4050	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	50	91 x 102	1	R$ 18,00
CDD41100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	100	91 x 102	1	R$ 37,00
CDD41250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	250	91 x 102	1	R$ 39,00
CDD4150	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	50	91 x 102	1	R$ 19,00
CDD44100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	100	91 x 102	1	R$ 43,00
CDD44250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	250	91 x 102	1	R$ 48,00
CDD4450	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	50	91 x 102	1	R$ 22,00
1603	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	91 x 102	2	R$ 110,00
1609	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	500	91 x 102	2	R$ 86,00
CDH1000	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOTSTAMPING - 4X4	1000	91 x 102	4	R$ 360,00
CDH500	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOTSTAMPING - 4X4	500	91 x 102	5	R$ 325,00
1604	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO FRENTE E V - 4X4	1000	91 x 102	2	R$ 138,00
1606	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO FRENTE E V - 4X4	500	91 x 102	3	R$ 109,00
SV1600	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	91 x 102	2	R$ 60,00
SV1601	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	500	91 x 102	2	R$ 50,00
SV1602	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	91 x 102	2	R$ 86,00
SV1602A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	500	91 x 102	2	R$ 65,00
SV1607	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	500	91 x 102	2	R$ 46,00
