ADESIVOS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
FTC4060	FOTOTELA CANVAS - 360g - CANVAS 360G - 4X0	1	500 x 700	3	R$ 72,90
FTC4080	FOTOTELA CANVAS - 360g - CANVAS 360G - 4X0	1	500 x 900	3	R$ 96,90
FTC5050	FOTOTELA CANVAS - 360g - CANVAS 360G - 4X0	1	600 x 600	3	R$ 75,90
FTC5070	FOTOTELA CANVAS - 360g - CANVAS 360G - 4X0	1	600 x 800	3	R$ 105,90
FTC5090	FOTOTELA CANVAS - 360g - CANVAS 360G - 4X0	1	600 x 1000	3	R$ 136,90
FTC60100	FOTOTELA CANVAS - 360g - CANVAS 360G - 4X0	1	700 x 1100	3	R$ 182,90
FTC6060	FOTOTELA CANVAS - 360g - CANVAS 360G - 4X0	1	700 x 700	3	R$ 139,00
FTC6080	FOTOTELA CANVAS - 360g - CANVAS 360G - 4X0	1	700 x 900	3	R$ 145,90
FTCB3030	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	400 x 400	3	R$ 44,90
FTCB3040	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	400 x 500	3	R$ 49,90
FTCB3060	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	400 x 700	3	R$ 54,90
FTCB4040	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	500 x 500	3	R$ 48,90
FTCB4060	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	500 x 700	3	R$ 72,90
FTCB4080	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	500 x 900	3	R$ 96,90
FTCB5050	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	600 x 600	3	R$ 75,90
FTCB5070	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	600 x 800	3	R$ 105,90
FTCB5090	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	600 x 1000	3	R$ 136,90
FTCB60100	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	700 x 1100	3	R$ 182,90
FTCB6060	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	700 x 700	3	R$ 139,00
FTCB6080	FOTOTELA CANVAS BRANCA - 360g - CANVAS BRANCA 360G - 4X0	1	700 x 900	3	R$ 145,90
FTB5090	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	600 x 1000	3	R$ 136,90
FTM3030	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	400 x 400	3	R$ 44,90
FTM3040	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	400 x 500	3	R$ 49,90
FTM3060	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	400 x 700	3	R$ 54,90
FTM4040	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	500 x 500	3	R$ 48,90
FTM4060	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	500 x 700	3	R$ 72,90
FTM4080	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	500 x 900	3	R$ 96,90
FTM5050	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	600 x 600	3	R$ 75,90
FTM5070	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	600 x 800	3	R$ 105,90
FTM60100	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	700 x 1100	3	R$ 182,90
FTM6060	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	700 x 700	3	R$ 139,00
FTM6080	FOTOTELA MYSTICAL - 360g - MYSTICAL 360G - 4X0	1	700 x 900	3	R$ 145,90
FTP3030	FOTOTELA PIQUE - 360g - PIQUE 360G - 4X0	1	400 x 400	3	R$ 44,90
FTP3040	FOTOTELA PIQUE - 360g - PIQUE 360G - 4X0	1	400 x 500	3	R$ 49,90
FTP4040	FOTOTELA PIQUE - 360g - PIQUE 360G - 4X0	1	500 x 500	3	R$ 48,90
FTP4060	FOTOTELA PIQUE - 360g - PIQUE 360G - 4X0	1	500 x 700	3	R$ 72,90
FTP4080	FOTOTELA PIQUE - 360g - PIQUE 360G - 4X0	1	500 x 900	3	R$ 96,90
FTP5050	FOTOTELA PIQUE - 360g - PIQUE 360G - 4X0	1	600 x 600	3	R$ 75,90
FTP5070	FOTOTELA PIQUE - 360g - PIQUE 360G - 4X0	1	600 x 800	3	R$ 105,90
FTP5090	FOTOTELA PIQUE - 360g - PIQUE 360G - 4X0	1	600 x 1000	3	R$ 136,90
FTP60100	FOTOTELA PIQUE - 360g - PIQUE 360G - 4X0	1	700 x 1100	3	R$ 182,90
FTP6060	FOTOTELA PIQUE - 360g - PIQUE 360G - 4X0	1	700 x 700	3	R$ 139,00
FTP6080	FOTOTELA PIQUE - 360g - PIQUE 360G - 4X0	1	700 x 900	3	R$ 145,90
FTP3060	LONA PIQUE - 440g - PIQUE 360G - 4X0	1	400 x 700	3	R$ 54,90
FTPL3030	FOTOTELA PLASTER - 360g - PLASTER 360G - 4X0	1	400 x 400	3	R$ 44,90
FTPL3040	FOTOTELA PLASTER - 360g - PLASTER 360G - 4X0	1	400 x 500	3	R$ 49,90
FTPL4040	FOTOTELA PLASTER - 360g - PLASTER 360G - 4X0	1	500 x 500	3	R$ 48,90
FTPL4060	FOTOTELA PLASTER - 360g - PLASTER 360G - 4X0	1	500 x 700	3	R$ 72,90
FTPL4080	FOTOTELA PLASTER - 360g - PLASTER 360G - 4X0	1	500 x 900	3	R$ 96,90
FTPL5050	FOTOTELA PLASTER - 360g - PLASTER 360G - 4X0	1	600 x 600	3	R$ 75,90
FTPL5070	FOTOTELA PLASTER - 360g - PLASTER 360G - 4X0	1	600 x 800	3	R$ 105,90
FTPL5090	FOTOTELA PLASTER - 360g - PLASTER 360G - 4X0	1	600 x 1000	3	R$ 136,90
FTPL60100	FOTOTELA PLASTER - 360g - PLASTER 360G - 4X0	1	700 x 1100	3	R$ 182,90
FTPL6060	FOTOTELA PLASTER - 360g - PLASTER 360G - 4X0	1	700 x 700	3	R$ 139,00
FTPL6080	FOTOTELA PLASTER - 360g - PLASTER 360G - 4X0	1	700 x 900	3	R$ 145,90
FTPL3060	LONA PLASTER - 360g - PLASTER 360G - 4X0	1	400 x 700	3	R$ 54,90
FTS3030	FOTOTELA SUEDE - 360g - SUEDE 360G - 4X0	1	400 x 400	3	R$ 44,90
FTS3040	FOTOTELA SUEDE - 360g - SUEDE 360G - 4X0	1	400 x 500	3	R$ 49,90
FTS4040	FOTOTELA SUEDE - 360g - SUEDE 360G - 4X0	1	500 x 500	3	R$ 48,90
FTS4060	FOTOTELA SUEDE - 360g - SUEDE 360G - 4X0	1	500 x 700	3	R$ 72,90
FTS4080	FOTOTELA SUEDE - 360g - SUEDE 360G - 4X0	1	500 x 900	3	R$ 96,90
FTS5050	FOTOTELA SUEDE - 360g - SUEDE 360G - 4X0	1	600 x 600	3	R$ 75,90
FTS5070	FOTOTELA SUEDE - 360g - SUEDE 360G - 4X0	1	600 x 800	3	R$ 105,90
FTS5090	FOTOTELA SUEDE - 360g - SUEDE 360G - 4X0	1	600 x 1000	3	R$ 136,90
FTS60100	FOTOTELA SUEDE - 360g - SUEDE 360G - 4X0	1	700 x 1100	3	R$ 182,90
FTS6060	FOTOTELA SUEDE - 360g - SUEDE 360G - 4X0	1	700 x 700	3	R$ 139,00
FTS6080	FOTOTELA SUEDE - 360g - SUEDE 360G - 4X0	1	700 x 900	3	R$ 145,90
FTS3060	LONA SUEDE - 440g - SUEDE 360G - 4X0	1	400 x 700	3	R$ 54,90
ÍMÃS DE GELADEIRA					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
ICEP1	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	1000	53 x 48	3	R$ 108,00
ICEP5	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	500	53 x 48	3	R$ 73,00
5501C	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	500	53 x 48	3	R$ 131,50
5601C	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	1000	53 x 48	5	R$ 193,00
5400A	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X0	1000	53 x 48	5	R$ 151,00
5700C	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X0	1000	106 x 48	5	R$ 293,00
5900C	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X0	1000	53 x 96	5	R$ 293,00
5300	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	500	53 x 48	3	R$ 84,00
5400	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	1000	53 x 48	4	R$ 126,00
5700	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	1000	106 x 48	4	R$ 244,50
5800	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	500	106 x 48	3	R$ 155,00
5900	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	1000	53 x 96	4	R$ 244,50
6000	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	500	53 x 96	3	R$ 155,00
5500C	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	500	53 x 48	3	R$ 120,50
5600C	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	1000	53 x 48	5	R$ 178,50
IDC01C	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	25	53 x 48	2	R$ 12,00
IDC02C	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	50	53 x 48	2	R$ 19,00
IDC03C	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	100	53 x 48	2	R$ 36,00
IDC04C	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	250	53 x 48	2	R$ 89,00
5200A	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X0	1000	53 x 48	3	R$ 138,00
5700B	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X0	1000	106 x 48	3	R$ 270,00
5900B	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X0	1000	53 x 96	3	R$ 270,00
5100	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	500	53 x 48	3	R$ 70,00
5200	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	1000	53 x 48	3	R$ 105,50
5700A	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	1000	106 x 48	3	R$ 244,50
5800A	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	500	106 x 48	3	R$ 155,00
5900A	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	1000	53 x 96	3	R$ 244,50
6000A	COUCHÊ BRILHANTE - ÍMÃ - 250g - VERNIZ UV TOTAL FR - 4X0	500	96 x 53	3	R$ 155,00
ID01	IMÃ ADESIVO VINIL - 120g - SEM VERNIZ - 4X0	45	51 x 46	2	R$ 12,00
IM01	IMÃ ADESIVO VINIL - 120g - SEM VERNIZ - 4X0	24	90 x 50	2	R$ 12,00
IM02	IMÃ ADESIVO VINIL - 120g - SEM VERNIZ - 4X0	12	90 x 100	2	R$ 12,00
IM03	IMÃ ADESIVO VINIL - 120g - SEM VERNIZ - 4X0	7	90 x 150	1	R$ 13,00
IM04	IMÃ ADESIVO VINIL - 120g - SEM VERNIZ - 4X0	2	200 x 275	1	R$ 12,00
IM05	IMÃ ADESIVO VINIL - 120g - SEM VERNIZ - 4X0	1	400 x 275	1	R$ 12,00
ÍMÃS PARA PORTA DE CARRO					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
IPC302310	ADESIVO PAPEL BRANCO FOLHA - 120g - 305X225MM - 4X0	10	305 x 225	1	R$ 90,00
IPC30232	ADESIVO PAPEL BRANCO FOLHA - 120g - 305X225MM - 4X0	2	305 x 225	1	R$ 29,00
IPC30236	ADESIVO PAPEL BRANCO FOLHA - 120g - 305X225MM - 4X0	6	305 x 225	1	R$ 66,00
IPC30238	ADESIVO PAPEL BRANCO FOLHA - 120g - 305X225MM - 4X0	8	305 x 225	1	R$ 80,00
IPC30234	COUCHÊ FOTOGRÁFICO - 145g - 305X225MM - 4X0	4	305 x 225	1	R$ 49,00
IPC451510	ADESIVO PAPEL BRANCO FOLHA - 120g - 455X150MM - 4X0	10	455 x 150	1	R$ 90,00
IPC45152	ADESIVO PAPEL BRANCO FOLHA - 120g - 455X150MM - 4X0	2	455 x 150	1	R$ 29,00
IPC45154	ADESIVO PAPEL BRANCO FOLHA - 120g - 455X150MM - 4X0	4	455 x 150	1	R$ 49,00
IPC45156	ADESIVO PAPEL BRANCO FOLHA - 120g - 455X150MM - 4X0	6	455 x 150	1	R$ 66,00
IPC45158	ADESIVO PAPEL BRANCO FOLHA - 120g - 455X150MM - 4X0	8	455 x 150	1	R$ 80,00
IPC453010	ADESIVO PAPEL BRANCO FOLHA - 120g - 455X305MM - 4X0	10	455 x 305	1	R$ 160,00
IPC45302	ADESIVO PAPEL BRANCO FOLHA - 120g - 455X305MM - 4X0	2	455 x 305	1	R$ 45,00
IPC45304	ADESIVO PAPEL BRANCO FOLHA - 120g - 455X305MM - 4X0	4	455 x 305	1	R$ 85,00
IPC45306	ADESIVO PAPEL BRANCO FOLHA - 120g - 455X305MM - 4X0	6	455 x 305	1	R$ 120,00
IPC45308	ADESIVO PAPEL BRANCO FOLHA - 120g - 455X305MM - 4X0	8	455 x 305	1	R$ 144,00
INGRESSO DE SEGURANÇA					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
IS1100	PAPEL MOEDA - 90g - 105X51MM - 4X0	100	105 x 51	1	R$ 36,00
IS1250	PAPEL MOEDA - 90g - 105X51MM - 4X0	250	105 x 51	1	R$ 64,00
IS1500	PAPEL MOEDA - 90g - 105X51MM - 4X0	500	105 x 51	1	R$ 117,60
IS2100	PAPEL MOEDA - 90g - 150X55MM - 4X0	100	150 x 55	1	R$ 38,40
IS2250	PAPEL MOEDA - 90g - 150X55MM - 4X0	250	150 x 55	1	R$ 68,80
IS2500	PAPEL MOEDA - 90g - 150X55MM - 4X0	500	150 x 55	1	R$ 127,60
IS3100	PAPEL MOEDA - 90g - 211X51MM - 4X0	100	211 x 51	1	R$ 40,80
IS3250	PAPEL MOEDA - 90g - 211X51MM - 4X0	250	211 x 51	1	R$ 59,50
IS3500	PAPEL MOEDA - 90g - 211X51MM - 4X0	500	211 x 51	1	R$ 138,40
KITS DE MOSTRUÁRIO					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
KITAD	DIVERSOS - 0g - ADESIVOS - 4X4	1	210 x 130	1	R$ 19,90
CAL1	DIVERSOS - 0g - ARTE LEGAL - 4X4	1	300 x 210	1	R$ 79,00
KIT03	DIVERSOS - 0g - CALENDÁRIOS 2018 - 4X4	1	330 x 480	1	R$ 35,00
KITCAN	DIVERSOS - 0g - CANETAS PERSONALIZADAS - 4X4	1	150 x 210	1	R$ 16,99
KITCEL	DIVERSOS - 0g - CAPAS DE CELULAR - 4X4	1	210 x 150	1	R$ 49,90
KITCAR	DIVERSOS - 0g - CARDÁPIOS - 4X4	1	300 x 210	1	R$ 49,90
KITCV	DIVERSOS - 0g - CARTÕES DE VISITA - 4X4	1	150 x 210	1	R$ 29,90
KITCON	DIVERSOS - 0g - CONVITES - 4X4	1	210 x 390	1	R$ 39,90
KITCRCO	DIVERSOS - 0g - CRACHÁS E CORDÕES - 4X4	1	219 x 390	1	R$ 25,90
KITCRE	DIVERSOS - 0g - CREDENCIAIS - 4X4	1	160 x 250	1	R$ 14,90
KITFP	DIVERSOS - 0g - FOTO PRODUTOS - 4X4	1	270 x 375	1	R$ 49,90
KIT1515	DIVERSOS - 0g - FOTOLIVROS OU PHOTOBOOKS - 4X0	1	150 x 150	1	R$ 39,99
KIT1521	DIVERSOS - 0g - FOTOLIVROS OU PHOTOBOOKS - 4X0	1	150 x 210	1	R$ 44,99
KIT2020	DIVERSOS - 0g - FOTOLIVROS OU PHOTOBOOKS - 4X0	1	200 x 200	1	R$ 57,99
KIT2025	DIVERSOS - 0g - FOTOLIVROS OU PHOTOBOOKS - 4X0	1	200 x 250	1	R$ 59,99
KI01	DIVERSOS - 0g - INGRESSOS DE SEGURANÇA - 4X4	1	30 x 80	1	R$ 14,90
KITPAN	DIVERSOS - 0g - PANFLETOS - 4X4	1	210 x 150	1	R$ 19,90
KITPAS	DIVERSOS - 0g - PASTAS - 4X4	1	300 x 210	1	R$ 59,00
KITPOS	DIVERSOS - 0g - POSTAIS - 4X4	1	190 x 150	1	R$ 39,90
KITFES	DIVERSOS - 0g - PRODUTOS PARA FESTA - 4X4	1	300 x 210	1	R$ 45,00
MARCADOR DE PÁGINA					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
M25010	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X0	1000	182 x 51	2	R$ 43,00
M25011	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X1	1000	182 x 51	2	R$ 46,00
M25017	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X4	1000	182 x 51	2	R$ 58,00
MP25510	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X0	500	182 x 51	2	R$ 30,00
MP25511	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X1	500	182 x 51	2	R$ 32,00
MP25516	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X4	500	182 x 51	2	R$ 38,00
MP25520	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X0	500	153 x 51	2	R$ 30,00
MP25520A	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X0	1000	153 x 51	2	R$ 43,00
MP25520B	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X4	500	153 x 51	2	R$ 38,00
MP25521	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X1	500	153 x 51	2	R$ 32,00
MP25521A	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X1	1000	153 x 51	2	R$ 46,00
MP25521B	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X4	1000	153 x 51	2	R$ 58,00
MP25530	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X0	500	273 x 51	2	R$ 45,00
MP25530A	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X0	1000	273 x 51	2	R$ 64,50
MP25530C	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X4	1000	273 x 51	2	R$ 87,00
MP25531	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X1	500	273 x 51	2	R$ 48,00
MP25531A	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X1	1000	273 x 51	2	R$ 69,00
MP25531C	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FRENTE - 4X4	500	273 x 51	2	R$ 57,00
MC140100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	100	153 x 51	1	R$ 32,00
MC140250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	250	153 x 51	1	R$ 69,50
MC14050	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	50	153 x 51	1	R$ 18,00
MC141100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	100	153 x 51	1	R$ 37,00
MC141250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	250	153 x 51	1	R$ 79,50
MC14150	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	50	153 x 51	1	R$ 19,00
MC144100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	100	153 x 51	1	R$ 42,00
MC144250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	250	153 x 51	1	R$ 110,00
MC14450	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	50	153 x 51	1	R$ 22,00
MC240100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	100	182 x 51	1	R$ 32,00
MC240250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	250	182 x 51	1	R$ 69,50
MC24050	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	50	182 x 51	1	R$ 18,00
MC241100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	100	182 x 51	1	R$ 37,00
MC241250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	250	182 x 51	1	R$ 79,50
MC24150	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	50	182 x 51	1	R$ 19,00
MC244100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	100	182 x 51	1	R$ 42,00
MC244250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	250	182 x 51	1	R$ 110,00
MC24450	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	50	182 x 51	1	R$ 22,00
MC340100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	100	273 x 51	1	R$ 39,00
MC340250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	250	273 x 51	1	R$ 99,00
MC34050	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	50	273 x 51	1	R$ 21,00
MC341100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	100	273 x 51	1	R$ 44,00
MC341250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	250	273 x 51	1	R$ 105,00
MC34150	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	50	273 x 51	1	R$ 25,00
MC344100	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	100	273 x 51	1	R$ 59,00
MC344250	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	250	273 x 51	1	R$ 140,00
MC34450	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	50	273 x 51	1	R$ 32,00
4600	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	153 x 51	2	R$ 105,00
4601	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	273 x 51	2	R$ 163,50
4801	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	500	182 x 51	3	R$ 56,00
4801A	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	182 x 51	3	R$ 109,00
4802	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	500	273 x 51	3	R$ 117,00
MPHS01	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	500	153 x 51	3	R$ 235,00
MPHS02	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	500	182 x 51	3	R$ 239,00
MPHS03	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	500	273 x 51	3	R$ 358,00
MPHS04	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	1000	153 x 51	3	R$ 363,00
MPHS05	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	1000	182 x 51	3	R$ 365,00
MPHS06	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	1000	273 x 51	3	R$ 544,00
4400	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X4	1000	153 x 51	2	R$ 155,00
4401	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X4	1000	182 x 51	2	R$ 152,00
4402	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X4	1000	273 x 51	2	R$ 228,00
4700	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X4	500	153 x 51	3	R$ 112,00
4701	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X4	500	182 x 51	3	R$ 109,00
4702	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCALIZADO - 4X4	500	273 x 51	3	R$ 163,50
SV4100	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	153 x 51	2	R$ 61,00
SV4100A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	1000	153 x 51	2	R$ 61,00
SV4101	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	182 x 51	2	R$ 58,00
SV4101A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	1000	182 x 51	2	R$ 58,00
SV4102	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	273 x 51	2	R$ 87,00
SV4102A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	1000	273 x 51	2	R$ 85,00
SV4200	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	500	153 x 51	2	R$ 49,00
SV4200A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	500	153 x 51	2	R$ 47,00
SV4201	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	500	182 x 51	2	R$ 46,00
SV4201A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	500	182 x 51	2	R$ 46,00
SV4202	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	500	273 x 51	2	R$ 69,00
SV4202A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	500	273 x 51	2	R$ 66,00
SV4300	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	153 x 51	2	R$ 89,00
SV4300A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	500	153 x 51	2	R$ 68,00
SV4301	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	182 x 51	2	R$ 86,00
SV4301A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	500	182 x 51	2	R$ 65,00
SV4302	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	273 x 51	2	R$ 128,00
SV4302A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	500	273 x 51	2	R$ 97,00
